OccurredOn,MaterialCode,MaterialName,Issue,Remain,Unit,Shift,Workshop,Usage
7/10/26 4:29 AM,1205000007,Pulse FPS- B3 L/F wait for cutting 0.70 mm.,19240,26370,pc,B,FPSB,5430
7/10/26 4:29 AM,2405001026,Pulse FPS- B3 L/F wait for welding 0.70 mm.,5385,3045,pc,B,FPSB,6390
7/10/26 4:29 AM,1205001020,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for cutting ,0,19343,pc,B,FPSB,0
7/10/26 4:29 AM,2405001033,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for welding ,0,2391,pc,B,FPSB,0
7/10/26 4:29 AM,1205001018,Pulse FPS- B10 L/F wait for cutting 0.59 mm.,0,17450,pc,B,FPSB,0
7/10/26 4:29 AM,2405001030,Pulse FPS- B10 L/F wait for welding 0.59 mm.,0,360,pc,B,FPSB,0
7/10/26 4:29 AM,1205001019,Pulse FPS- B10 L/F (PD) wait for cutting ,0,3549,pc,B,FPSB,0
7/10/26 4:29 AM,2405001031,Pulse FPS- B10 L/F (PD) wait for welding ,0,311,pc,B,FPSB,0
7/10/26 4:29 AM,1401990102,DIEMOND WHEEL TYPE REGUIDE  (N1),10,26,pc,B,FPSB,6
7/10/26 4:29 AM,1201500045,COMPOUND CV-4160GC6(13X3.5G),0,108,"kg
",B,FPSB,26
7/10/26 4:29 AM,1201500042,MOLDING LINER NE83G,0,386,"pc
",B,FPSB,84
7/10/26 4:29 AM,1201702018,C-TAPE TP-NW-PS(H),4000,5959,"meter
",B,FPSB,1191
7/10/26 4:29 AM,1405100013,Somix AP7   (1405100013),16000,19710,"g
",B,FPSB,780
7/10/26 4:29 AM,Spay Daifee GA-7500 (Molding),Spay Daifee GA-7500 (Molding),12,28,can,B,FPSB,1
7/10/26 4:29 AM,1201520006,ABRASIVE MM-P80,0,0,"kg
",B,FPSB,60
7/10/26 4:29 AM,1201500049,COMPOUND CV-4160GC6(13X5.0G),0,13.16,"kg
",B,FPSB,0
7/11/26 5:24 AM,1205000007,Pulse FPS- B3 L/F wait for cutting 0.70 mm.,0,17460,pc,A,FPSB,8910
7/11/26 5:24 AM,2405001026,Pulse FPS- B3 L/F wait for welding 0.70 mm.,8860,5244,pc,A,FPSB,6661
7/11/26 5:24 AM,1205001020,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for cutting ,0,19343,pc,A,FPSB,0
7/11/26 5:24 AM,2405001033,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for welding ,0,2391,pc,A,FPSB,0
7/11/26 5:24 AM,1205001018,Pulse FPS- B10 L/F wait for cutting 0.59 mm.,0,17450,pc,A,FPSB,0
7/11/26 5:24 AM,2405001030,Pulse FPS- B10 L/F wait for welding 0.59 mm.,0,360,pc,A,FPSB,0
7/11/26 5:24 AM,1205001019,Pulse FPS- B10 L/F (PD) wait for cutting ,0,3549,pc,A,FPSB,0
7/11/26 5:24 AM,2405001031,Pulse FPS- B10 L/F (PD) wait for welding ,0,311,pc,A,FPSB,0
7/11/26 5:24 AM,1401990102,DIEMOND WHEEL TYPE REGUIDE  (N1),0,26,pc,A,FPSB,0
7/11/26 5:24 AM,1201500045,COMPOUND CV-4160GC6(13X3.5G),0,81.82,"kg
",A,FPSB,26.18
7/11/26 5:24 AM,1201500042,MOLDING LINER NE83G,0,290,"pc
",A,FPSB,96
7/11/26 5:24 AM,1201702018,C-TAPE TP-NW-PS(H),0,4398,"meter
",A,FPSB,1561
7/11/26 5:24 AM,1405100013,Somix AP7   (1405100013),0,17780,"g
",A,FPSB,1930
7/11/26 5:24 AM,Spay Daifee GA-7500 (Molding),Spay Daifee GA-7500 (Molding),0,28,can,A,FPSB,0
7/11/26 5:24 AM,1201520006,ABRASIVE MM-P80,0,0,"kg
",A,FPSB,0
7/11/26 5:24 AM,1201500049,COMPOUND CV-4160GC6(13X5.0G),0,13.16,"kg
",A,FPSB,0
7/12/26 5:08 AM,1205000007,Pulse FPS- B3 L/F wait for cutting 0.70 mm.,0,10890,pc,A,FPSB,6570
7/12/26 5:08 AM,2405001026,Pulse FPS- B3 L/F wait for welding 0.70 mm.,6500,3755,pc,A,FPSB,7989
7/12/26 5:08 AM,1205001020,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for cutting ,0,19343,pc,A,FPSB,0
7/12/26 5:08 AM,2405001033,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for welding ,0,2391,pc,A,FPSB,0
7/12/26 5:08 AM,1205001018,Pulse FPS- B10 L/F wait for cutting 0.59 mm.,0,17450,pc,A,FPSB,0
7/12/26 5:08 AM,2405001030,Pulse FPS- B10 L/F wait for welding 0.59 mm.,0,360,pc,A,FPSB,0
7/12/26 5:08 AM,1205001019,Pulse FPS- B10 L/F (PD) wait for cutting ,0,3549,pc,A,FPSB,0
7/12/26 5:08 AM,2405001031,Pulse FPS- B10 L/F (PD) wait for welding ,0,311,pc,A,FPSB,0
7/12/26 5:08 AM,1401990102,DIEMOND WHEEL TYPE REGUIDE  (N1),0,24,pc,A,FPSB,2
7/12/26 5:08 AM,1201500045,COMPOUND CV-4160GC6(13X3.5G),0,57.84,"kg
",A,FPSB,23.98
7/12/26 5:08 AM,1201500042,MOLDING LINER NE83G,0,218,"pc
",A,FPSB,72
7/12/26 5:08 AM,1201702018,C-TAPE TP-NW-PS(H),0,2550,"meter
",A,FPSB,1848
7/12/26 5:08 AM,1405100013,Somix AP7   (1405100013),0,16880,"g
",A,FPSB,900
7/12/26 5:08 AM,Spay Daifee GA-7500 (Molding),Spay Daifee GA-7500 (Molding),0,27,can,A,FPSB,1
7/12/26 5:08 AM,1201500049,COMPOUND CV-4160GC6(13X5.0G),0,13.16,"kg
",A,FPSB,0
7/13/26 4:41 AM,1205000007,Pulse FPS- B3 L/F wait for cutting 0.70 mm.,20750,24180,pc,A,FPSB,7460
7/13/26 4:41 AM,2405001026,Pulse FPS- B3 L/F wait for welding 0.70 mm.,7415,4025,pc,A,FPSB,7145
7/13/26 4:41 AM,1205001020,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for cutting ,0,19343,pc,A,FPSB,0
7/13/26 4:41 AM,2405001033,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for welding ,0,2390,pc,A,FPSB,1
7/13/26 4:41 AM,1205001018,Pulse FPS- B10 L/F wait for cutting 0.59 mm.,0,17450,pc,A,FPSB,0
7/13/26 4:41 AM,2405001030,Pulse FPS- B10 L/F wait for welding 0.59 mm.,0,360,pc,A,FPSB,0
7/13/26 4:41 AM,1205001019,Pulse FPS- B10 L/F (PD) wait for cutting ,0,3549,pc,A,FPSB,0
7/13/26 4:41 AM,1401990102,DIEMOND WHEEL TYPE REGUIDE  (N1),0,18,pc,A,FPSB,6
7/13/26 4:41 AM,1201500045,COMPOUND CV-4160GC6(13X3.5G),30,64.04,"kg
",A,FPSB,23.8
7/13/26 4:41 AM,1201500042,MOLDING LINER NE83G,300,444,"pc
",A,FPSB,74
7/13/26 4:41 AM,1201702018,C-TAPE TP-NW-PS(H),4000,4900,"meter
",A,FPSB,1650
7/13/26 4:41 AM,1405100013,Somix AP7   (1405100013),0,16000,"g
",A,FPSB,880
7/13/26 4:41 AM,Spay Daifee GA-7500 (Molding),Spay Daifee GA-7500 (Molding),0,27,can,A,FPSB,0
7/13/26 4:41 AM,1201520006,ABRASIVE MM-P80,20,20,"kg
",A,FPSB,0
7/13/26 4:41 AM,1201500049,COMPOUND CV-4160GC6(13X5.0G),0,13.16,"kg
",A,FPSB,0
